stratum,n,bias,rmse,mae,r,r_log,slope,intercept,view,retrieval,qc_mode
all,136186,8.27910960470612,43.796030751002434,12.541739453636124,0.009578308528836007,0.2836483959183617,0.057453799950847845,13.430285475129393,sample,R10,qc_strict
ocean,116502,7.960437267923868,42.723559296630974,12.20793218150915,0.008637919989109075,0.30096962810797523,0.0506094680247312,13.211716404267598,sample,R10,qc_strict
land,19684,10.16520819136565,49.671715015776755,14.51741588207222,0.016408844981572083,0.18889482770473798,0.11088226264264352,14.676862739806019,sample,R10,qc_strict
lat_tropics,65392,2.791774851859992,29.33417242362389,7.476203774430571,0.030950466830706635,0.34751265370157913,0.11673977048327847,7.563889465884757,sample,R10,qc_strict
lat_midlat,67597,12.333004243249523,51.78647628321815,16.314675120980944,0.0032171926793157645,0.2645107093095924,0.023846023687878127,17.80229095358869,sample,R10,qc_strict
lat_polar,3197,34.802937654908156,86.03386537344932,36.37857925003949,-0.04947155771339042,0.13816571075510165,-1.0469665706865527,42.63888654271331,sample,R10,qc_strict
dist_lt2km,107541,5.771649181886846,37.50538271333864,10.136593353583656,0.022230489300606632,0.323957375928152,0.11547582494283032,10.692825069280307,sample,R10,qc_strict
dist_2_5km,28188,17.53620354677886,61.72290103455038,21.436034657112632,-0.007545899054714723,0.2102183086505547,-0.060743550755128786,22.958189534695112,sample,R10,qc_strict
dist_ge5km,457,27.350963633724213,74.78753537860192,29.91465750647322,-0.044129783115531306,0.1446377919004818,-0.7416508285461789,34.50533550794429,sample,R10,qc_strict
tdiff_lt3min,54708,7.697465669837773,41.93103404589853,11.885515660961103,0.014916550963367036,0.30064141753134077,0.08448713943745513,12.709829783244741,sample,R10,qc_strict
tdiff_ge3min,81478,8.669651547178661,45.00492650955393,12.982357672660461,0.006192845228171544,0.2725879276712547,0.03853504088399112,13.917924664325835,sample,R10,qc_strict
tau_thin,25513,15.30686486722568,53.14625387492844,15.31222737980269,-0.030317877788922455,-0.007344944349546238,-6.326399347219879,19.001739414981337,sample,R10,qc_strict
tau_mid,26213,8.674352895593131,38.74359989105825,8.953970652921319,-0.018647141240549274,0.05600226923336848,-1.2235893963714255,12.881953072216668,sample,R10,qc_strict
tau_thick,50622,8.039247172118795,42.43020338193976,11.571130280415518,0.0474087949208312,0.16158053768824432,1.0071399904738207,7.995300259910498,sample,R10,qc_strict
tau_very_thick,21421,-3.4048959974359874,35.188699109305645,15.000084528308072,0.02260647307079109,0.10899151790714126,0.0734132565987252,12.575539629797662,sample,R10,qc_strict
orac_liquid,132157,8.566019194367096,44.43143495922088,12.830916309726357,0.006827452257093622,0.2724669402664517,0.041451852198365266,13.865843039358975,sample,R10,qc_strict
orac_ice,4029,-1.131937960651392,8.901698114517284,3.0563222855256766,0.09729341712612206,0.3555634710904506,0.10241245617350686,1.8939162767063837,sample,R10,qc_strict
atlid_radar_synergy,34796,0.7348252931165458,32.33738421918319,11.139575347748277,0.04657201878280022,0.27701440645446435,0.13601127451378509,10.152947054472373,sample,R10,qc_strict
atlid_only,101390,10.868230000268513,47.09019144374252,13.022947681552813,0.021916355429574135,0.23953072014719326,0.25864546441907355,13.536911638460188,sample,R10,qc_strict
all,136080,10.225474629440221,48.31551943360313,14.522400560303689,0.002809022062609436,0.2504440100965252,0.018519915909203072,15.609913156821461,sample,R11,qc_strict
ocean,115325,9.765960758118089,47.08022450616231,14.068145159343405,0.0002952640042189064,0.26513054381080003,0.0018967303387502556,15.310592489883442,sample,R11,qc_strict
land,20755,12.778759968405549,54.67336574848346,17.046467248607428,0.0175372659582142,0.1757835985452847,0.1309945072220681,17.21236122986829,sample,R11,qc_strict
lat_tropics,64701,4.176923644146665,33.672222819717504,8.882256907656325,0.02222616245051333,0.2957835878196285,0.0961581996865658,9.05195785406051,sample,R11,qc_strict
lat_midlat,68006,14.7268142796028,56.72599130409431,18.766537106001376,-0.006811241343951525,0.23512769884472332,-0.055045428893574715,20.689278850881603,sample,R11,qc_strict
lat_polar,3373,35.493542536502964,86.90108798969841,37.142081717498975,-0.024518625633293458,0.15672111482281753,-0.5207684513140363,41.461122650896606,sample,R11,qc_strict
dist_lt2km,107255,7.463612435526632,41.92957518448774,11.875851531973906,0.014036297703641629,0.2841423860846451,0.08131524365231513,12.590882216221653,sample,R11,qc_strict
dist_2_5km,28359,20.38493192126083,66.76655542177407,24.27105401326955,-0.01233331869641313,0.19119870695601854,-0.10663804178441894,26.085079299366473,sample,R11,qc_strict
dist_ge5km,466,27.632084649744762,75.86220416597615,30.388393609342106,-0.09794458674601078,0.09241322216291636,-1.7358392938973164,38.58770250053706,sample,R11,qc_strict
tdiff_lt3min,54763,9.926879798094067,47.30075331257011,14.123902395873058,0.012094850021086326,0.26416601506857046,0.07711286528986497,14.990882856769026,sample,R11,qc_strict
tdiff_ge3min,81317,10.426563562246523,48.98707082236903,14.7907694742911,-0.0033746643869151834,0.2413433302887544,-0.022751204339133028,16.0366649657119,sample,R11,qc_strict
tau_thin,25714,17.705083046927403,57.671453448091235,17.710655439587057,-0.037608108707534116,-0.010522454896496367,-8.467184396977892,22.47903067874686,sample,R11,qc_strict
tau_mid,25933,10.586731268459268,43.55845015599969,10.868255559159067,-0.02186454288094091,0.039252866605887976,-1.6050191397692823,15.50847502206517,sample,R11,qc_strict
tau_thick,50750,10.217719679288656,47.58647831021326,13.738898191520551,0.04616371483306958,0.14927080067079943,1.096329538004985,9.622476579995462,sample,R11,qc_strict
tau_very_thick,21484,-2.549504107656665,37.68056200944285,16.002991388552736,0.02833055748584052,0.09856092703464618,0.09967345141063037,12.964385459680198,sample,R11,qc_strict
orac_liquid,132205,10.534347225338175,48.93872799915305,14.83265939546204,3.238306783674128e-05,0.23951931046791933,0.00021580327509734986,16.078591070270186,sample,R11,qc_strict
orac_ice,3875,-0.312461252027778,16.3261614404946,3.937169772662342,0.06070860333629202,0.3271856008027313,0.14378992360256457,2.6495366672284844,sample,R11,qc_strict
atlid_radar_synergy,34691,2.047976260579702,36.57203416612644,12.605279385455477,0.03381801156728543,0.23255607026829916,0.11235175278134661,11.749771736822286,sample,R11,qc_strict
atlid_only,101389,13.023466481753006,51.72502161361363,15.178357820723052,0.019250929940877907,0.21693920376036716,0.24737671599545288,15.750540515112508,sample,R11,qc_strict
all,137131,8.309299893930069,43.759674434974904,12.283322312138608,0.009563387730390055,0.2968454362182106,0.06250443625724826,13.427542829607331,pixel,R10,qc_strict
ocean,117368,7.989767646338675,42.674899851018644,11.944086918862764,0.008542764943833369,0.31409850359768055,0.054644844523786304,13.211096479591454,pixel,R10,qc_strict
land,19763,10.206929850682906,49.71660339952266,14.297964807609908,0.016830184494231026,0.20228741679607787,0.1225529261387371,14.665635324256847,pixel,R10,qc_strict
lat_tropics,65737,2.80999806430409,29.17379309270193,7.155769982410392,0.03256707445951641,0.3679360646292572,0.13566692346403328,7.466596088842986,pixel,R10,qc_strict
lat_midlat,68169,12.362807683131065,51.79231995591257,16.09885188103553,0.002958895910747264,0.27548206416113075,0.02350896865137768,17.838141808617515,pixel,R10,qc_strict
lat_polar,3225,34.722953193799825,85.87789514759837,36.149701325226836,-0.059699638502572996,0.13673971990314637,-1.3339676305495738,43.60454665228371,pixel,R10,qc_strict
dist_lt2km,97222,4.287636465817868,33.20586804720334,8.387849156876726,0.03383155949634098,0.36939616720824353,0.17173153088628618,8.89536465132933,pixel,R10,qc_strict
