stratum,n,bias,rmse,mae,r,r_log,slope,intercept,view,retrieval,qc_mode
land,17659,18.966860856052463,68.3408653963241,25.676537621047018,-0.01942472673083833,0.07917123681657076,-0.19350778502956603,28.187052160394117,pixel,R11,qc_strict
lat_tropics,5007,13.518969563184063,59.96112404325097,21.057043813727663,-0.003609366583844097,0.17201581209991595,-0.0185139572690365,21.21550307598232,pixel,R11,qc_strict
lat_midlat,80628,13.600711139457964,56.312812745479064,19.132077532281237,0.010662444705892256,0.25549974428703054,0.09231406645163275,20.828115268707514,pixel,R11,qc_strict
lat_polar,18312,17.77996446311029,63.469488731611946,21.647124111484015,-0.0001290590254592274,0.2602823182196724,-0.0018908233406605313,25.323204203314113,pixel,R11,qc_strict
dist_lt2km,56013,9.849785662505075,49.35946803963629,15.855156241783462,0.015427921094814705,0.2701093205890457,0.1069616404071082,16.988882925614753,pixel,R11,qc_strict
dist_2_5km,47211,19.620090651370887,66.38594976025736,24.141193651325214,0.0019384339344548284,0.23911079867386917,0.022314784719065357,27.169779096769687,pixel,R11,qc_strict
dist_ge5km,723,16.423490384214617,63.557216837052565,22.947638082807202,0.03543239706553526,0.18322272136314238,0.4971849692449448,20.153130430331572,pixel,R11,qc_strict
tdiff_lt3min,41393,14.37785914900953,57.624276147425,19.541534361702425,0.013614155935208089,0.25562358769234794,0.12871725577482482,21.144559801177255,pixel,R11,qc_strict
tdiff_ge3min,62554,14.303347569277797,57.94099917542389,19.751465462538814,0.0032475138639877685,0.2528238049082764,0.027625671672742828,22.017030495401784,pixel,R11,qc_strict
water_pure_pixel,103940,14.333245431159499,57.81656260970433,19.668397657207727,0.007092101884750291,0.253940847749501,0.06274183754979759,21.706584378346236,pixel,R11,qc_strict
water_dominant_pixel,7,10.97106983380915,28.352087459038945,11.807126775727115,-0.2943703721940876,-0.03996961770396276,-3.1989244298931694,20.27019332416565,pixel,R11,qc_strict
mixed_pixel,0,,,,,,,,pixel,R11,qc_strict
not_water_pixel,0,,,,,,,,pixel,R11,qc_strict
phase_agree_liquid,80153,18.83273906943412,64.70417863098578,23.57476981690103,-0.007163196444137068,0.22641387554802872,-0.07740017689318636,27.470698680517764,pixel,R11,qc_strict
