stratum,n,bias,rmse,mae,r,r_log,slope,intercept,view,retrieval,qc_mode
tdiff_ge3min,269276,6.876652585330737,43.79230203273216,12.892677370174685,0.023046360853072895,0.3331358023813133,0.09011443667477463,13.258358962099182,pixel,R11,qc_strict
water_pure_pixel,445918,6.950125550683635,43.70722707640934,12.84630974844073,0.02368539652767589,0.3344308664050488,0.09683759046042738,13.217130068046684,pixel,R11,qc_strict
water_dominant_pixel,792,-5.341482107711652,44.71425564291356,21.17811183174343,0.11593946048903311,0.2987502745108822,0.1803809247102595,13.062674716095497,pixel,R11,qc_strict
mixed_pixel,806,-7.0683576110071025,44.596781479796256,22.03148601283018,0.10617018815872001,0.15577134837437615,0.16204641788558993,13.566723430067851,pixel,R11,qc_strict
not_water_pixel,61,17.926156451159304,74.98121081094085,30.34005344337825,-0.04805491327296926,0.28602252152167024,-0.16531885067200483,31.423117055140047,pixel,R11,qc_strict
phase_agree_liquid,308317,10.660873079498563,50.491394628869585,15.666899549418728,0.019526291500176884,0.3080390772468968,0.11858132200112727,16.68160197383091,pixel,R11,qc_strict
phase_disagree_atlid_liquid,137601,-1.3643964792553431,21.87252845821869,6.5263281664163815,0.07575258795201041,0.42224856885800377,0.09526673721797493,5.132913910647445,pixel,R11,qc_strict
atlid_radar_synergy,221377,3.727328891596529,40.61696052471712,12.964010660454566,0.028081952377990816,0.31047295921002993,0.07948555982443485,12.59119000532857,pixel,R11,qc_strict
atlid_only,225504,10.06788681265592,46.55340285666944,12.76744120897865,0.0475573054814761,0.3089843125601263,0.5027971272132775,12.23567488005686,pixel,R11,qc_strict
tau_thin,59872,12.128285933133016,46.82719139501315,12.137899162537147,-0.015326204091313063,0.02015419339481089,-2.850077447241018,14.152695207868948,pixel,R11,qc_strict
tau_mid,80339,8.139043134237092,37.73782944704303,8.510177603385348,-0.0036101453377612685,0.075268930098387,-0.2285991419132628,10.529108415140033,pixel,R11,qc_strict
tau_thick,196758,8.88568958699792,45.26447327605421,12.599266594391311,0.06879446288505314,0.18034969280638774,1.5510423410968783,5.4847030932110945,pixel,R11,qc_strict
tau_very_thick,90396,-2.6383215099383115,43.15341474531205,18.29713021717739,-0.021189023097092412,0.01292310974580916,-0.046015426298946026,17.165455798245578,pixel,R11,qc_strict
